Layer,Color,Linetype,Elevation,LineWt,RefName,Angle,X_Cordinat,Y_Cordinat,Ulb_Name
Streetlight,254,Continuous,14.8885781235,25,PEP,359.803654299,403594.2742,1429056.2212,Tambaram
Streetlight,254,Continuous,14.5676761846,25,PEP,359.803654299,403556.8816,1429082.0227,Tambaram
Streetlight,254,Continuous,15.0235368828,25,PEP,359.803654299,403597.9656,1429075.8035,Tambaram
Streetlight,254,Continuous,14.7266276122,25,PEP,359.803654299,403524.699,1429086.8705,Tambaram
Streetlight,254,Continuous,15.1015130549,25,PEP,359.803654299,403605.0387,1429100.0653,Tambaram
Streetlight,254,Continuous,15.1065115274,25,PEP,359.803654299,403614.9979,1429101.1984,Tambaram
Streetlight,254,Continuous,15.2634635661,25,PEP,359.803654299,403634.7965,1429100.8243,Tambaram
Streetlight,254,Continuous,15.6553438155,25,PEP,359.803654299,403656.6567,1429109.4737,Tambaram
Streetlight,254,Continuous,17.0559158292,25,PEP,359.803654299,403675.7496,1429204.6174,Tambaram
Streetlight,254,Continuous,14.4337171197,25,PEP,359.803654299,403590.5988,1429002.18,Tambaram
Streetlight,254,Continuous,15.072521914,25,PEP,359.803654299,403640.1543,1428999.4498,Tambaram
Streetlight,254,Continuous,18.312531833,25,PEP,359.803654299,403678.1142,1429304.37,Tambaram
Streetlight,254,Continuous,17.3798168517,25,PEP,359.803654299,403672.1149,1429399.6158,Tambaram
Streetlight,254,Continuous,17.6447358978,25,PEP,359.803654299,403689.789,1429421.8638,Tambaram
Streetlight,254,Continuous,17.3738186846,25,PEP,359.803654299,403667.8208,1429405.958,Tambaram
Streetlight,254,Continuous,14.4337171197,25,PEP,359.803654299,403585.36,1429013.61,Tambaram
Streetlight,254,Continuous,15.072521914,25,PEP,359.803654299,403639.678,1429001.5135,Tambaram
Streetlight,254,Continuous,16.5950566584,25,PEP,359.803654299,403382.2863,1429205.5983,Tambaram
Streetlight,254,Continuous,16.3651269202,25,PEP,359.803654299,403649.2558,1429179.6401,Tambaram
Streetlight,254,Continuous,16.2001773255,25,PEP,359.803654299,403627.2972,1429183.1382,Tambaram
Streetlight,254,Continuous,16.1062060412,25,PEP,359.803654299,403613.8067,1429181.8073,Tambaram
Streetlight,254,Continuous,15.909266222,25,PEP,359.803654299,403590.1358,1429189.9872,Tambaram
Streetlight,254,Continuous,16.1152032918,25,PEP,359.803654299,403589.4237,1429210.8443,Tambaram
Streetlight,254,Continuous,16.2581596073,25,PEP,359.803654299,403588.4915,1429232.4049,Tambaram
Streetlight,254,Continuous,16.5550688778,25,PEP,359.803654299,403595.2516,1429240.9984,Tambaram
Streetlight,254,Continuous,17.2848458729,25,PEP,359.803654299,403669.9602,1429256.8558,Tambaram
Streetlight,254,Continuous,16.9969338529,25,PEP,359.803654299,403600.2772,1429252.5824,Tambaram
Streetlight,254,Continuous,16.7270163342,25,PEP,359.803654299,403593.865,1429258.552,Tambaram
Streetlight,254,Continuous,17.7557019888,25,PEP,359.803654299,403630.209,1429331.5284,Tambaram
Streetlight,254,Continuous,17.5537636971,25,PEP,359.803654299,403609.8298,1429317.0419,Tambaram
Streetlight,254,Continuous,17.1918742831,25,PEP,359.803654299,403595.0557,1429306.9428,Tambaram
Streetlight,254,Continuous,17.1348916958,25,PEP,359.803654299,403567.6023,1429337.411,Tambaram
Streetlight,254,Continuous,17.3118376247,25,PEP,359.803654299,403577.9875,1429309.6837,Tambaram
Streetlight,254,Continuous,17.1198962781,25,PEP,359.803654299,403549.6267,1429299.0238,Tambaram
Streetlight,254,Continuous,17.3178357918,25,PEP,359.803654299,403544.114,1429288.9133,Tambaram
Streetlight,254,Continuous,16.9509479053,25,PEP,359.803654299,403524.9875,1429285.6714,Tambaram
Streetlight,254,Continuous,16.9159585973,25,PEP,359.803654299,403515.069,1429280.3309,Tambaram
Streetlight,254,Continuous,16.5130817083,25,PEP,359.803654299,403493.0206,1429268.2679,Tambaram
Streetlight,254,Continuous,16.5660655175,25,PEP,359.803654299,403439.0085,1429238.3959,Tambaram
Streetlight,254,Continuous,16.5190798753,25,PEP,359.803654299,403584.2174,1429266.595,Tambaram
Streetlight,254,Continuous,16.5850597133,25,PEP,359.803654299,403551.8408,1429260.7909,Tambaram
Streetlight,254,Continuous,16.637043828,25,PEP,359.803654299,403535.2124,1429256.4782,Tambaram
Streetlight,254,Continuous,16.5710639901,25,PEP,359.803654299,403511.9664,1429252.0694,Tambaram
Streetlight,254,Continuous,16.456099121,25,PEP,359.803654299,403487.0479,1429247.4074,Tambaram
Streetlight,254,Continuous,16.5400734601,25,PEP,359.803654299,403471.0838,1429256.3816,Tambaram
Streetlight,254,Continuous,16.4001162282,25,PEP,359.803654299,403460.9059,1429251.1185,Tambaram
Streetlight,254,Continuous,16.5500704053,25,PEP,359.803654299,403440.6586,1429239.3556,Tambaram
Streetlight,254,Continuous,16.6170499377,25,PEP,359.803654299,403416.2623,1429225.6698,Tambaram
Streetlight,254,Continuous,16.5580679614,25,PEP,359.803654299,403395.6669,1429215.307,Tambaram
Streetlight,254,Continuous,17.8016879365,25,PEP,359.803654299,403631.4922,1429332.8587,Tambaram
Streetlight,254,Continuous,17.8446748005,25,PEP,359.803654299,403636.4358,1429334.9378,Tambaram
Streetlight,254,Continuous,17.8916604427,25,PEP,359.803654299,403670.9029,1429342.4777,Tambaram
Streetlight,254,Continuous,17.1668819202,25,PEP,359.803654299,403668.9377,1429258.8421,Tambaram
Streetlight,254,Continuous,15.7603117394,25,PEP,359.803654299,403562.1711,1429134.7334,Tambaram
Streetlight,254,Continuous,15.9222622507,25,PEP,359.803654299,403593.0018,1429134.7066,Tambaram
Streetlight,254,Continuous,15.6553438155,25,PEP,359.803654299,403592.6536,1429153.7817,Tambaram
Streetlight,254,Continuous,15.8462854676,25,PEP,359.803654299,403593.2247,1429169.3021,Tambaram
Streetlight,254,Continuous,15.876276303,25,PEP,359.803654299,403518.0378,1429150.1043,Tambaram
Streetlight,254,Continuous,15.6653407606,25,PEP,359.803654299,403511.8416,1429150.6989,Tambaram
Streetlight,254,Continuous,15.9582512531,25,PEP,359.803654299,403510.623,1429180.3405,Tambaram
Streetlight,254,Continuous,15.8892723317,25,PEP,359.803654299,403597.2222,1429182.7997,Tambaram
Streetlight,254,Continuous,15.9772454489,25,PEP,359.803654299,403532.0563,1429180.4771,Tambaram
Streetlight,254,Continuous,15.9942402556,25,PEP,359.803654299,403513.7896,1429179.9898,Tambaram
Streetlight,254,Continuous,15.9182634726,25,PEP,359.803654299,403486.8071,1429207.1122,Tambaram
Streetlight,254,Continuous,15.9002689713,25,PEP,359.803654299,403482.9988,1429179.555,Tambaram
Streetlight,254,Continuous,15.9012686659,25,PEP,359.803654299,403452.5377,1429178.898,Tambaram
Streetlight,254,Continuous,14.4007272008,25,PEP,359.803654299,403404.3426,1429105.5726,Tambaram
Streetlight,254,Continuous,14.0998191521,25,PEP,359.803654299,403388.1145,1429055.1776,Tambaram
Streetlight,254,Continuous,14.1538026559,25,PEP,359.803654299,403392.4673,1429066.9979,Tambaram
Streetlight,254,Continuous,14.237776995,25,PEP,359.803654299,403397.1461,1429089.5414,Tambaram
Streetlight,254,Continuous,14.7056340274,25,PEP,359.803654299,403366.9986,1429116.7175,Tambaram
Streetlight,254,Continuous,14.2497733292,25,PEP,359.803654299,403439.1026,1429099.7624,Tambaram
Streetlight,254,Continuous,14.5096939028,25,PEP,359.803654299,403482.8882,1429092.9215,Tambaram
Streetlight,254,Continuous,14.200788298,25,PEP,359.803654299,403467.1988,1429095.5407,Tambaram
Streetlight,254,Continuous,14.8705836222,25,PEP,359.803654299,403432.6559,1429126.0905,Tambaram
Streetlight,254,Continuous,15.1454996135,25,PEP,359.803654299,403406.3595,1429136.2962,Tambaram
Streetlight,254,Continuous,15.4424088841,25,PEP,359.803654299,403377.2265,1429149.5192,Tambaram
Streetlight,254,Continuous,3.08718438891,25,PEP,359.803654299,402003.0725,1429465.7431,Tambaram
Streetlight,254,Continuous,3.42508113455,25,PEP,359.803654299,402040.0141,1429456.5125,Tambaram
Streetlight,254,Continuous,3.33310923929,25,PEP,359.803654299,402124.9242,1429439.8288,Tambaram
Streetlight,254,Continuous,3.43107930163,25,PEP,359.803654299,402078.1044,1429448.9639,Tambaram
Streetlight,254,Continuous,3.30611748742,25,PEP,359.803654299,402071.2551,1429337.0972,Tambaram
Streetlight,254,Continuous,3.0282024126,25,PEP,359.803654299,402007.0898,1429354.1103,Tambaram
Streetlight,254,Continuous,3.23114039889,25,PEP,359.803654299,402038.9322,1429350.2214,Tambaram
Streetlight,254,Continuous,3.16815964452,25,PEP,359.803654299,402044.8862,1429374.4715,Tambaram
Streetlight,254,Continuous,3.34710496248,25,PEP,359.803654299,402040.321,1429343.1253,Tambaram
Streetlight,254,Continuous,3.21814437021,25,PEP,359.803654299,402035.5091,1429325.7387,Tambaram
Streetlight,254,Continuous,3.39608999365,25,PEP,359.803654299,402031.3947,1429306.2152,Tambaram
Streetlight,254,Continuous,3.30011932034,25,PEP,359.803654299,402016.7206,1429398.6286,Tambaram
Streetlight,254,Continuous,3.66300842882,25,PEP,359.803654299,402165.3999,1429375.3736,Tambaram
Streetlight,254,Continuous,3.0641914151,25,PEP,359.803654299,402051.4964,1429396.1929,Tambaram
Streetlight,254,Continuous,3.32811076672,25,PEP,359.803654299,402130.9325,1429382.6343,Tambaram
Streetlight,254,Continuous,3.13417003106,25,PEP,359.803654299,402096.3698,1429388.9712,Tambaram
Streetlight,254,Continuous,3.11117705724,25,PEP,359.803654299,402206.6729,1429370.0522,Tambaram
Streetlight,254,Continuous,3.92692778044,25,PEP,359.803654299,402222.3675,1429367.7439,Tambaram
Streetlight,254,Continuous,4.0768819575,25,PEP,359.803654299,402327.0103,1429331.2887,Tambaram
Streetlight,254,Continuous,4.02789692633,25,PEP,359.803654299,402252.0864,1429362.0308,Tambaram
Streetlight,254,Continuous,4.36379428294,25,PEP,359.803654299,402279.421,1429356.1955,Tambaram
Streetlight,254,Continuous,4.27482147122,25,PEP,359.803654299,402299.5933,1429352.8273,Tambaram
Streetlight,254,Continuous,4.46776251237,25,PEP,359.803654299,402329.5627,1429351.2635,Tambaram
Streetlight,254,Continuous,4.60072188269,25,PEP,359.803654299,402332.5166,1429375.2621,Tambaram
Streetlight,254,Continuous,3.20414864702,25,PEP,359.803654299,402079.1278,1429503.3733,Tambaram
Streetlight,254,Continuous,3.12117400238,25,PEP,359.803654299,402103.5433,1429499.7544,Tambaram
Streetlight,254,Continuous,3.27112817944,25,PEP,359.803654299,402145.8005,1429493.328,Tambaram
Streetlight,254,Continuous,3.54804355974,25,PEP,359.803654299,402192.9933,1429481.6786,Tambaram
Streetlight,254,Continuous,3.69299926423,25,PEP,359.803654299,402238.0188,1429475.6585,Tambaram
Streetlight,254,Continuous,3.96091739391,25,PEP,359.803654299,402266.8787,1429470.6946,Tambaram
Streetlight,254,Continuous,4.46076465077,25,PEP,359.803654299,402294.4318,1429465.1612,Tambaram
Streetlight,254,Continuous,5.47845366575,25,PEP,359.803654299,402333.0025,1429462.2239,Tambaram
Streetlight,254,Continuous,5.19953889642,25,PEP,359.803654299,402295.9599,1429859.3833,Tambaram
Streetlight,254,Continuous,3.62801912084,25,PEP,359.803654299,402263.5848,1429867.2752,Tambaram
Streetlight,254,Continuous,3.28412420812,25,PEP,359.803654299,402225.6087,1429874.9953,Tambaram
Streetlight,254,Continuous,2.90523998741,25,PEP,359.803654299,402156.3085,1429755.9043,Tambaram
Streetlight,254,Continuous,3.21214620313,25,PEP,359.803654299,402161.7795,1429779.8655,Tambaram
Streetlight,254,Continuous,2.85225617819,25,PEP,359.803654299,402185.146,1429841.7078,Tambaram
Streetlight,254,Continuous,2.98521554851,25,PEP,359.803654299,402210.3569,1429835.0542,Tambaram
Streetlight,254,Continuous,3.30411809839,25,PEP,359.803654299,402241.5202,1429829.6535,Tambaram
Streetlight,254,Continuous,3.31511473804,25,PEP,359.803654299,402224.2486,1429649.963,Tambaram
Streetlight,254,Continuous,3.44507502483,25,PEP,359.803654299,402229.8083,1429672.0354,Tambaram
Streetlight,254,Continuous,3.57903408967,25,PEP,359.803654299,402240.0494,1429713.9761,Tambaram
Streetlight,254,Continuous,3.81596168942,25,PEP,359.803654299,402247.0577,1429744.9851,Tambaram
Streetlight,254,Continuous,3.80596474428,25,PEP,359.803654299,402265.0932,1429824.1023,Tambaram
Streetlight,254,Continuous,3.49206066697,25,PEP,359.803654299,402264.6274,1429811.9378,Tambaram
Streetlight,254,Continuous,3.45007349739,25,PEP,359.803654299,402258.04,1429780.8243,Tambaram
Streetlight,254,Continuous,3.41808327296,25,PEP,359.803654299,402199.9256,1429773.3691,Tambaram
Streetlight,254,Continuous,3.71299315451,25,PEP,359.803654299,402253.3714,1429765.3916,Tambaram
Streetlight,254,Continuous,3.56203928293,25,PEP,359.803654299,402243.2909,1429616.917,Tambaram
Streetlight,254,Continuous,4.55573562958,25,PEP,359.803654299,402284.0564,1429606.805,Tambaram
Streetlight,254,Continuous,4.63471149616,25,PEP,359.803654299,402305.1606,1429601.9259,Tambaram
Streetlight,254,Continuous,4.37579061711,25,PEP,359.803654299,402319.7191,1429591.7874,Tambaram
Streetlight,254,Continuous,3.96591586648,25,PEP,359.803654299,402197.2194,1429587.2986,Tambaram
Streetlight,254,Continuous,4.01989937022,25,PEP,359.803654299,402217.0759,1429582.5972,Tambaram
Streetlight,254,Continuous,3.51905241884,25,PEP,359.803654299,402246.8418,1429576.7625,Tambaram
Streetlight,254,Continuous,4.4627640398,25,PEP,359.803654299,402289.4047,1429567.7499,Tambaram
Streetlight,254,Continuous,4.59972218818,25,PEP,359.803654299,402322.7368,1429564.941,Tambaram
Streetlight,254,Continuous,3.37809549241,25,PEP,359.803654299,402111.6873,1429554.0827,Tambaram
Streetlight,254,Continuous,3.51205455725,25,PEP,359.803654299,402141.8109,1429549.634,Tambaram
Streetlight,254,Continuous,3.33610832283,25,PEP,359.803654299,402157.1147,1429546.7646,Tambaram
Streetlight,254,Continuous,3.5380466146,25,PEP,359.803654299,402186.3293,1429541.2358,Tambaram
Streetlight,254,Continuous,4.31780833531,25,PEP,359.803654299,402231.2893,1429531.5341,Tambaram
Streetlight,254,Continuous,3.81996046747,25,PEP,359.803654299,402260.0387,1429527.409,Tambaram
Streetlight,254,Continuous,4.28181933282,25,PEP,359.803654299,402276.3779,1429523.8515,Tambaram
Streetlight,254,Continuous,4.20984132783,25,PEP,359.803654299,402289.5637,1429521.8483,Tambaram
Streetlight,254,Continuous,5.81235163333,25,PEP,359.803654299,402328.6592,1429507.8503,Tambaram
Streetlight,254,Continuous,3.52904936398,25,PEP,359.803654299,402153.9921,1429435.6865,Tambaram
Streetlight,254,Continuous,4.19784499366,25,PEP,359.803654299,402198.5035,1429426.9428,Tambaram
Streetlight,254,Continuous,3.63801606598,25,PEP,359.803654299,402183.3796,1429429.8129,Tambaram
Streetlight,254,Continuous,3.71099376548,25,PEP,359.803654299,402229.5352,1429422.0285,Tambaram
Streetlight,254,Continuous,3.88993908343,25,PEP,359.803654299,402258.7697,1429417.1433,Tambaram
Streetlight,254,Continuous,4.07088379042,25,PEP,359.803654299,402288.6613,1429410.4937,Tambaram
Streetlight,254,Continuous,4.35679642135,25,PEP,359.803654299,402301.4498,1429408.8456,Tambaram
Streetlight,254,Continuous,4.65370569192,25,PEP,359.803654299,402321.049,1429404.9038,Tambaram
Streetlight,254,Continuous,4.24483063581,25,PEP,359.803654299,402428.199,1430647.71,Tambaram
Streetlight,254,Continuous,4.64670783033,25,PEP,359.803654299,402409.7132,1430621.4202,Tambaram
Streetlight,254,Continuous,5.13955722559,25,PEP,359.803654299,402384.7208,1430583.1338,Tambaram
Streetlight,254,Continuous,4.80765864704,25,PEP,359.803654299,402368.4626,1430556.0107,Tambaram
Streetlight,254,Continuous,4.8486461221,25,PEP,359.803654299,402352.16,1430530.0469,Tambaram
Streetlight,254,Continuous,3.57303592258,25,PEP,359.803654299,402334.1397,1430493.3967,Tambaram
Streetlight,254,Continuous,4.12186821062,25,PEP,359.803654299,402320.3958,1430457.5902,Tambaram
Streetlight,254,Continuous,4.60472066075,25,PEP,359.803654299,402306.5067,1430417.8341,Tambaram
Streetlight,254,Continuous,4.37179183905,25,PEP,359.803654299,402290.8925,1430366.4252,Tambaram
Streetlight,254,Continuous,3.86894549865,25,PEP,359.803654299,402278.9788,1430308.5255,Tambaram
Streetlight,254,Continuous,4.40078297995,25,PEP,359.803654299,402285.0966,1430336.9859,Tambaram
Streetlight,254,Continuous,4.72168491886,25,PEP,359.803654299,402347.0359,1429296.3403,Tambaram
Streetlight,254,Continuous,5.61941059218,25,PEP,359.803654299,402338.0093,1429392.0972,Tambaram
Streetlight,254,Continuous,5.66039806724,25,PEP,359.803654299,402337.2297,1429406.6286,Tambaram
Streetlight,254,Continuous,5.75836812959,25,PEP,359.803654299,402331.1143,1429489.6273,Tambaram
Streetlight,254,Continuous,4.4847573191,25,PEP,359.803654299,402326.6556,1429522.5453,Tambaram
Streetlight,254,Continuous,4.92062412709,25,PEP,359.803654299,402322.311,1429516.3842,Tambaram
Streetlight,254,Continuous,4.26982299865,25,PEP,359.803654299,402317.6945,1429611.1659,Tambaram
Streetlight,254,Continuous,6.60111060466,25,PEP,359.803654299,402650.2652,1428529.9888,Tambaram
Streetlight,254,Continuous,6.54212862835,25,PEP,359.803654299,402671.7874,1428501.5705,Tambaram
Streetlight,254,Continuous,8.06466337276,25,PEP,359.803654299,402746.86,1428377.6008,Tambaram
Streetlight,254,Continuous,8.77644586653,25,PEP,359.803654299,402790.0944,1428378.9448,Tambaram
Streetlight,254,Continuous,8.55351398997,25,PEP,359.803654299,402769.4137,1428356.3377,Tambaram
Streetlight,254,Continuous,8.80243792389,25,PEP,359.803654299,402766.2515,1428327.8591,Tambaram
Streetlight,254,Continuous,9.08135269322,25,PEP,359.803654299,402870.256,1428308.3265,Tambaram
Streetlight,254,Continuous,17.9286491397,25,PEP,359.803654299,403229.9557,1429213.6228,Tambaram
Streetlight,254,Continuous,21.0217039652,25,PEP,359.803654299,403231.8828,1429258.0091,Tambaram
Streetlight,254,Continuous,19.5081664714,25,PEP,359.803654299,403230.063,1429235.5292,Tambaram
Streetlight,254,Continuous,21.7484818767,25,PEP,359.803654299,403233.2015,1429294.2869,Tambaram
Streetlight,254,Continuous,19.9220400001,25,PEP,359.803654299,403231.668,1429341.0585,Tambaram
Streetlight,254,Continuous,17.0329228554,25,PEP,359.803654299,403287.041,1429211.3973,Tambaram
Streetlight,254,Continuous,17.2348611472,25,PEP,359.803654299,403278.4335,1429225.0806,Tambaram
Streetlight,254,Continuous,17.7836934352,25,PEP,359.803654299,403278.3939,1429255.0834,Tambaram
Streetlight,254,Continuous,17.9996274502,25,PEP,359.803654299,403279.481,1429271.4769,Tambaram
Streetlight,254,Continuous,18.1225898754,25,PEP,359.803654299,403279.7283,1429294.9974,Tambaram
Streetlight,254,Continuous,20.1619666834,25,PEP,359.803654299,403235.7384,1429324.1067,Tambaram
Streetlight,254,Continuous,18.8863564839,25,PEP,359.803654299,403252.9981,1429322.4037,Tambaram
Streetlight,254,Continuous,18.1465825437,25,PEP,359.803654299,403271.6452,1429320.8779,Tambaram
Streetlight,254,Continuous,17.9266497507,25,PEP,359.803654299,403283.3194,1429319.7793,Tambaram
Streetlight,254,Continuous,17.3968116584,25,PEP,359.803654299,403312.8097,1429317.8619,Tambaram
Streetlight,254,Continuous,17.5897526995,25,PEP,359.803654299,403303.1873,1429318.708,Tambaram
Streetlight,254,Continuous,17.4168055487,25,PEP,359.803654299,403324.0643,1429316.5721,Tambaram
Streetlight,254,Continuous,17.4318009664,25,PEP,359.803654299,403312.8854,1429317.8004,Tambaram
Streetlight,254,Continuous,17.331831515,25,PEP,359.803654299,403338.349,1429315.7726,Tambaram
Streetlight,254,Continuous,17.1628831422,25,PEP,359.803654299,403365.263,1429313.4588,Tambaram
Streetlight,254,Continuous,17.0439194951,25,PEP,359.803654299,403383.0749,1429312.42,Tambaram
Streetlight,254,Continuous,16.456099121,25,PEP,359.803654299,403407.593,1429331.1743,Tambaram
Streetlight,254,Continuous,16.9189576808,25,PEP,359.803654299,403405.5861,1429310.5544,Tambaram
Streetlight,254,Continuous,17.0919048317,25,PEP,359.803654299,403401.7289,1429289.1433,Tambaram
Streetlight,254,Continuous,14.1608005175,25,PEP,359.803654299,403206.2827,1429706.4671,Tambaram
Streetlight,254,Continuous,13.4190271883,25,PEP,359.803654299,403199.507,1429686.286,Tambaram
